# Total Phase Data Center(tm) v6.61
# (c) 2005-2013 Total Phase, Inc.
# www.totalphase.com
#
# Thu Jun 04 17:47:52 2015
#
# Level,Index,Dur,Len,Ep,Record,Summary
1,5461,1.500 us,1 B,01,   ACK packet,D2
0,5462,107.015.125 ms,,,[108 SOF],[Frames: 367 - 474] 
0,5463,108.396.541 ms,64 B,01,IN txn   [7724 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,5464,108.341.895 ms,,01,   [7724 IN-NAK],
1,5465,2.833 us,3 B,01,   IN packet,69 98 30
1,5466,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,5467,1.500 us,1 B,01,   ACK packet,D2
0,5468,51.083 us,64 B,01,IN txn,56 0E 2D 0E 03 0E EA 0D D7 0D B0 0D 81 0D 84 0D 6A 0D 47 0D 34 0D 15 0D…
1,5469,2.833 us,3 B,01,   IN packet,69 98 30
1,5470,45.666 us,67 B,01,   DATA0 packet,C3 56 0E 2D 0E 03 0E EA 0D D7 0D B0 0D 81 0D 84 0D 6A 0D 47 0D 34 0D 15…
1,5471,1.500 us,1 B,01,   ACK packet,D2
0,5472,51.062 us,64 B,01,IN txn,FE 0B ED 0B E2 0B D9 0B CC 0B CB 0B C5 0B B0 0B BB 0B AB 0B 97 0B 96 0B…
1,5473,2.833 us,3 B,01,   IN packet,69 98 30
1,5474,45.666 us,67 B,01,   DATA1 packet,4B FE 0B ED 0B E2 0B D9 0B CC 0B CB 0B C5 0B B0 0B BB 0B AB 0B 97 0B 96…
1,5475,1.479 us,1 B,01,   ACK packet,D2
0,5476,50.979 us,64 B,01,IN txn,1B 0B 27 0B 1D 0B 2B 0B 1B 0B 1D 0B 1E 0B 17 0B 12 0B 10 0B 0B 0B 0E 0B…
1,5477,2.812 us,3 B,01,   IN packet,69 98 30
1,5478,45.562 us,67 B,01,   DATA0 packet,C3 1B 0B 27 0B 1D 0B 2B 0B 1B 0B 1D 0B 1E 0B 17 0B 12 0B 10 0B 0B 0B 0E…
1,5479,1.479 us,1 B,01,   ACK packet,D2
0,5480,50.895 us,64 B,01,IN txn,CD 0A C7 0A CA 0A D3 0A C2 0A B8 0A C0 0A C4 0A BE 0A B9 0A C5 0A C1 0A…
1,5481,2.812 us,3 B,01,   IN packet,69 98 30
1,5482,45.500 us,67 B,01,   DATA1 packet,4B CD 0A C7 0A CA 0A D3 0A C2 0A B8 0A C0 0A C4 0A BE 0A B9 0A C5 0A C1…
1,5483,1.479 us,1 B,01,   ACK packet,D2
0,5484,50.895 us,64 B,01,IN txn,C3 0A C2 0A CB 0A C3 0A B9 0A D0 0A C8 0A C3 0A CE 0A BD 0A C8 0A C4 0A…
1,5485,2.812 us,3 B,01,   IN packet,69 98 30
1,5486,45.500 us,67 B,01,   DATA0 packet,C3 C3 0A C2 0A CB 0A C3 0A B9 0A D0 0A C8 0A C3 0A CE 0A BD 0A C8 0A C4…
1,5487,1.479 us,1 B,01,   ACK packet,D2
0,5488,2.812 us,,,[1 SOF],[Frame: 475] 
0,5489,51.229 us,64 B,01,IN txn,92 0A 7F 0A 88 0A 82 0A 7E 0A 76 0A 7B 0A 7F 0A 6C 0A 7A 0A 70 0A 7D 0A…
1,5490,2.812 us,3 B,01,   IN packet,69 98 30
1,5491,45.833 us,67 B,01,   DATA1 packet,4B 92 0A 7F 0A 88 0A 82 0A 7E 0A 76 0A 7B 0A 7F 0A 6C 0A 7A 0A 70 0A 7D…
1,5492,1.479 us,1 B,01,   ACK packet,D2
0,5493,50.979 us,64 B,01,IN txn,66 0A 6E 0A 6C 0A 58 0A 63 0A 69 0A 65 0A 60 0A 62 0A 4B 0A 58 0A 62 0A…
1,5494,2.812 us,3 B,01,   IN packet,69 98 30
1,5495,45.583 us,67 B,01,   DATA0 packet,C3 66 0A 6E 0A 6C 0A 58 0A 63 0A 69 0A 65 0A 60 0A 62 0A 4B 0A 58 0A 62…
1,5496,1.479 us,1 B,01,   ACK packet,D2
0,5497,51.062 us,64 B,01,IN txn,75 0A 67 0A 70 0A 6C 0A 6B 0A 77 0A 78 0A 7A 0A 74 0A 67 0A 79 0A 70 0A…
1,5498,2.812 us,3 B,01,   IN packet,69 98 30
1,5499,45.666 us,67 B,01,   DATA1 packet,4B 75 0A 67 0A 70 0A 6C 0A 6B 0A 77 0A 78 0A 7A 0A 74 0A 67 0A 79 0A 70…
1,5500,1.479 us,1 B,01,   ACK packet,D2
0,5501,51.145 us,64 B,01,IN txn,72 0A 74 0A 7B 0A 78 0A 7F 0A 7D 0A 81 0A 7F 0A 81 0A 80 0A 7F 0A 81 0A…
1,5502,2.812 us,3 B,01,   IN packet,69 98 30
1,5503,45.750 us,67 B,01,   DATA0 packet,C3 72 0A 74 0A 7B 0A 78 0A 7F 0A 7D 0A 81 0A 7F 0A 81 0A 80 0A 7F 0A 81…
1,5504,1.479 us,1 B,01,   ACK packet,D2
0,5505,51.062 us,64 B,01,IN txn,F8 09 F6 09 EC 09 F3 09 E6 09 E0 09 E5 09 DC 09 D4 09 D8 09 D2 09 D8 09…
1,5506,2.812 us,3 B,01,   IN packet,69 98 30
1,5507,45.666 us,67 B,01,   DATA1 packet,4B F8 09 F6 09 EC 09 F3 09 E6 09 E0 09 E5 09 DC 09 D4 09 D8 09 D2 09 D8…
1,5508,1.479 us,1 B,01,   ACK packet,D2
0,5509,52.000 us,64 B,01,IN txn,F2 09 F8 09 E4 09 FD 09 F5 09 F0 09 FA 09 F9 09 F4 09 FA 09 05 0A F9 09…
1,5510,2.833 us,3 B,01,   IN packet,69 98 30
1,5511,46.583 us,67 B,01,   DATA0 packet,C3 F2 09 F8 09 E4 09 FD 09 F5 09 F0 09 FA 09 F9 09 F4 09 FA 09 05 0A F9…
1,5512,1.500 us,1 B,01,   ACK packet,D2
0,5513,51.083 us,64 B,01,IN txn,05 0A 19 0A 22 0A 2A 0A 1C 0A 36 0A 35 0A 45 0A 52 0A 50 0A 53 0A 60 0A…
1,5514,2.833 us,3 B,01,   IN packet,69 98 30
1,5515,45.666 us,67 B,01,   DATA1 packet,4B 05 0A 19 0A 22 0A 2A 0A 1C 0A 36 0A 35 0A 45 0A 52 0A 50 0A 53 0A 60…
1,5516,1.500 us,1 B,01,   ACK packet,D2
0,5517,51.000 us,64 B,01,IN txn,C7 0A CB 0A C0 0A C3 0A DA 0A D6 0A E4 0A E2 0A E8 0A F0 0A F6 0A FB 0A…
1,5518,2.833 us,3 B,01,   IN packet,69 98 30
1,5519,45.583 us,67 B,01,   DATA0 packet,C3 C7 0A CB 0A C0 0A C3 0A DA 0A D6 0A E4 0A E2 0A E8 0A F0 0A F6 0A FB…
1,5520,1.500 us,1 B,01,   ACK packet,D2
0,5521,51.166 us,64 B,01,IN txn,9C 0B 97 0B AD 0B B5 0B B4 0B BD 0B BC 0B CD 0B D9 0B D9 0B D6 0B D5 0B…
1,5522,2.833 us,3 B,01,   IN packet,69 98 30
1,5523,45.729 us,67 B,01,   DATA1 packet,4B 9C 0B 97 0B AD 0B B5 0B B4 0B BD 0B BC 0B CD 0B D9 0B D9 0B D6 0B D5…
1,5524,1.500 us,1 B,01,   ACK packet,D2
0,5525,51.166 us,64 B,01,IN txn,82 0C 80 0C 90 0C 9B 0C 96 0C A7 0C A1 0C A3 0C A4 0C A4 0C B0 0C A8 0C…
1,5526,2.833 us,3 B,01,   IN packet,69 98 30
1,5527,45.750 us,67 B,01,   DATA0 packet,C3 82 0C 80 0C 90 0C 9B 0C 96 0C A7 0C A1 0C A3 0C A4 0C A4 0C B0 0C A8…
1,5528,1.500 us,1 B,01,   ACK packet,D2
0,5529,51.000 us,64 B,01,IN txn,56 0D 5C 0D 70 0D 61 0D 78 0D 76 0D 87 0D 8E 0D 98 0D A1 0D B0 0D A4 0D…
1,5530,2.833 us,3 B,01,   IN packet,69 98 30
1,5531,45.583 us,67 B,01,   DATA1 packet,4B 56 0D 5C 0D 70 0D 61 0D 78 0D 76 0D 87 0D 8E 0D 98 0D A1 0D B0 0D A4…
1,5532,1.500 us,1 B,01,   ACK packet,D2
0,5533,51.166 us,64 B,01,IN txn,F1 0D EB 0D F4 0D F9 0D FB 0D FE 0D 08 0E 13 0E 05 0E 16 0E 21 0E 22 0E…
1,5534,2.833 us,3 B,01,   IN packet,69 98 30
1,5535,45.750 us,67 B,01,   DATA0 packet,C3 F1 0D EB 0D F4 0D F9 0D FB 0D FE 0D 08 0E 13 0E 05 0E 16 0E 21 0E 22…
1,5536,1.500 us,1 B,01,   ACK packet,D2
0,5537,51.666 us,64 B,01,IN txn,1A 0F 2C 0F 35 0F 40 0F 44 0F 4A 0F 49 0F 4A 0F 4F 0F 5C 0F 59 0F 60 0F…
1,5538,2.833 us,3 B,01,   IN packet,69 98 30
1,5539,46.250 us,67 B,01,   DATA1 packet,4B 1A 0F 2C 0F 35 0F 40 0F 44 0F 4A 0F 49 0F 4A 0F 4F 0F 5C 0F 59 0F 60…
1,5540,1.500 us,1 B,01,   ACK packet,D2
0,5541,51.250 us,64 B,01,IN txn,FA 0F FA 0F 03 10 09 10 05 10 05 10 07 10 FE 0F 03 10 06 10 11 10 0D 10…
1,5542,2.833 us,3 B,01,   IN packet,69 98 30
1,5543,45.833 us,67 B,01,   DATA0 packet,C3 FA 0F FA 0F 03 10 09 10 05 10 05 10 07 10 FE 0F 03 10 06 10 11 10 0D…
1,5544,1.500 us,1 B,01,   ACK packet,D2
0,5545,51.000 us,64 B,01,IN txn,82 10 7D 10 8B 10 91 10 8B 10 9B 10 9A 10 A1 10 99 10 97 10 A0 10 A7 10…
1,5546,2.833 us,3 B,01,   IN packet,69 98 30
1,5547,45.583 us,67 B,01,   DATA1 packet,4B 82 10 7D 10 8B 10 91 10 8B 10 9B 10 9A 10 A1 10 99 10 97 10 A0 10 A7…
1,5548,1.500 us,1 B,01,   ACK packet,D2
0,5549,51.000 us,64 B,01,IN txn,F1 10 F4 10 05 11 10 11 1A 11 22 11 33 11 42 11 4E 11 55 11 6A 11 6B 11…
1,5550,2.833 us,3 B,01,   IN packet,69 98 30
1,5551,45.583 us,67 B,01,   DATA0 packet,C3 F1 10 F4 10 05 11 10 11 1A 11 22 11 33 11 42 11 4E 11 55 11 6A 11 6B…
1,5552,1.500 us,1 B,01,   ACK packet,D2
0,5553,2.833 us,,,[1 SOF],[Frame: 476] 
0,5554,51.666 us,64 B,01,IN txn,EA 11 F2 11 F6 11 F9 11 F1 11 F6 11 F8 11 F8 11 FF 11 06 12 09 12 F8 11…
1,5555,2.833 us,3 B,01,   IN packet,69 98 30
1,5556,46.250 us,67 B,01,   DATA1 packet,4B EA 11 F2 11 F6 11 F9 11 F1 11 F6 11 F8 11 F8 11 FF 11 06 12 09 12 F8…
1,5557,1.500 us,1 B,01,   ACK packet,D2
0,5558,51.416 us,64 B,01,IN txn,FA 11 05 12 0B 12 02 12 10 12 06 12 00 12 0A 12 07 12 13 12 FC 11 F9 11…
1,5559,2.833 us,3 B,01,   IN packet,69 98 30
1,5560,46.000 us,67 B,01,   DATA0 packet,C3 FA 11 05 12 0B 12 02 12 10 12 06 12 00 12 0A 12 07 12 13 12 FC 11 F9…
1,5561,1.500 us,1 B,01,   ACK packet,D2
0,5562,51.000 us,64 B,01,IN txn,0B 12 F4 11 04 12 04 12 F4 11 11 12 0C 12 0A 12 03 12 00 12 04 12 FC 11…
1,5563,2.833 us,3 B,01,   IN packet,69 98 30
1,5564,45.583 us,67 B,01,   DATA1 packet,4B 0B 12 F4 11 04 12 04 12 F4 11 11 12 0C 12 0A 12 03 12 00 12 04 12 FC…
1,5565,1.500 us,1 B,01,   ACK packet,D2
0,5566,51.000 us,64 B,01,IN txn,BF 11 BB 11 B1 11 C2 11 C2 11 B5 11 BB 11 AA 11 B4 11 AF 11 C5 11 C2 11…
1,5567,2.833 us,3 B,01,   IN packet,69 98 30
1,5568,45.583 us,67 B,01,   DATA0 packet,C3 BF 11 BB 11 B1 11 C2 11 C2 11 B5 11 BB 11 AA 11 B4 11 AF 11 C5 11 C2…
1,5569,1.500 us,1 B,01,   ACK packet,D2
0,5570,50.916 us,64 B,01,IN txn,9F 11 9D 11 9E 11 93 11 94 11 95 11 A2 11 9F 11 8B 11 84 11 84 11 97 11…
1,5571,2.833 us,3 B,01,   IN packet,69 98 30
1,5572,45.500 us,67 B,01,   DATA1 packet,4B 9F 11 9D 11 9E 11 93 11 94 11 95 11 A2 11 9F 11 8B 11 84 11 84 11 97…
1,5573,1.500 us,1 B,01,   ACK packet,D2
0,5574,51.000 us,64 B,01,IN txn,5F 11 54 11 45 11 55 11 48 11 50 11 4F 11 51 11 57 11 5D 11 6F 11 68 11…
1,5575,2.833 us,3 B,01,   IN packet,69 98 30
1,5576,45.583 us,67 B,01,   DATA0 packet,C3 5F 11 54 11 45 11 55 11 48 11 50 11 4F 11 51 11 57 11 5D 11 6F 11 68…
1,5577,1.500 us,1 B,01,   ACK packet,D2
0,5578,50.916 us,64 B,01,IN txn,3A 11 39 11 2F 11 24 11 18 11 10 11 0C 11 F0 10 F2 10 F9 10 E7 10 D1 10…
1,5579,2.833 us,3 B,01,   IN packet,69 98 30
1,5580,45.500 us,67 B,01,   DATA1 packet,4B 3A 11 39 11 2F 11 24 11 18 11 10 11 0C 11 F0 10 F2 10 F9 10 E7 10 D1…
1,5581,1.500 us,1 B,01,   ACK packet,D2
0,5582,51.083 us,64 B,01,IN txn,7F 10 7E 10 84 10 77 10 78 10 86 10 80 10 7D 10 80 10 78 10 6D 10 69 10…
1,5583,2.833 us,3 B,01,   IN packet,69 98 30
1,5584,45.645 us,67 B,01,   DATA0 packet,C3 7F 10 7E 10 84 10 77 10 78 10 86 10 80 10 7D 10 80 10 78 10 6D 10 69…
1,5585,1.500 us,1 B,01,   ACK packet,D2
0,5586,51.333 us,64 B,01,IN txn,A9 10 BF 10 BE 10 BF 10 DF 10 E9 10 F2 10 FC 10 FD 10 05 11 FD 10 0B 11…
1,5587,2.833 us,3 B,01,   IN packet,69 98 30
1,5588,45.916 us,67 B,01,   DATA1 packet,4B A9 10 BF 10 BE 10 BF 10 DF 10 E9 10 F2 10 FC 10 FD 10 05 11 FD 10 0B…
1,5589,1.500 us,1 B,01,   ACK packet,D2
0,5590,50.979 us,64 B,01,IN txn,61 11 5F 11 70 11 79 11 72 11 79 11 7E 11 78 11 6C 11 6F 11 63 11 5E 11…
1,5591,2.833 us,3 B,01,   IN packet,69 98 30
1,5592,45.583 us,67 B,01,   DATA0 packet,C3 61 11 5F 11 70 11 79 11 72 11 79 11 7E 11 78 11 6C 11 6F 11 63 11 5E…
1,5593,1.479 us,1 B,01,   ACK packet,D2
0,5594,51.145 us,64 B,01,IN txn,0A 11 06 11 F9 10 E8 10 E8 10 E1 10 CE 10 BB 10 B7 10 AC 10 91 10 73 10…
1,5595,2.812 us,3 B,01,   IN packet,69 98 30
1,5596,45.750 us,67 B,01,   DATA1 packet,4B 0A 11 06 11 F9 10 E8 10 E8 10 E1 10 CE 10 BB 10 B7 10 AC 10 91 10 73…
1,5597,1.479 us,1 B,01,   ACK packet,D2
0,5598,1.002.895 ms,,,[2 SOF],[Frames: 477 - 478] 
0,5599,50.791 us,64 B,01,OUT txn,C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5600,2.833 us,3 B,01,   OUT packet,E1 98 30
1,5601,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,5602,1.500 us,1 B,01,   ACK packet,D2
0,5603,50.916 us,64 B,01,IN txn,C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,5604,2.833 us,3 B,01,   IN packet,69 98 30
1,5605,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,5606,1.500 us,1 B,01,   ACK packet,D2
0,5607,50.854 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5608,2.812 us,3 B,01,   OUT packet,E1 98 30
1,5609,45.562 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5610,1.500 us,1 B,01,   ACK packet,D2
0,5611,2.916 us,,,[1 SOF],[Frame: 479] 
0,5612,522.708 us,64 B,01,IN txn   [23 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5613,460.833 us,,01,   [23 IN-NAK],
1,5614,2.812 us,3 B,01,   IN packet,69 98 30
1,5615,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5616,1.479 us,1 B,01,   ACK packet,D2
0,5617,50.791 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5618,2.833 us,3 B,01,   OUT packet,E1 98 30
1,5619,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5620,1.500 us,1 B,01,   ACK packet,D2
0,5621,2.833 us,,,[1 SOF],[Frame: 480] 
0,5622,553.562 us,64 B,01,IN txn   [26 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5623,385.354 us,,01,   [26 IN-NAK],
1,5624,2.833 us,3 B,01,   IN packet,69 98 30
1,5625,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5626,1.500 us,1 B,01,   ACK packet,D2
0,5627,50.791 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5628,2.833 us,3 B,01,   OUT packet,E1 98 30
1,5629,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5630,1.500 us,1 B,01,   ACK packet,D2
0,5631,624.250 us,64 B,01,IN txn   [36 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5632,563.437 us,,01,   [36 IN-NAK],
1,5633,2.833 us,3 B,01,   IN packet,69 98 30
1,5634,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5635,1.500 us,1 B,01,   ACK packet,D2
0,5636,2.812 us,,,[1 SOF],[Frame: 481] 
0,5637,50.750 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,5638,2.812 us,3 B,01,   OUT packet,E1 98 30
1,5639,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5640,1.479 us,1 B,01,   ACK packet,D2
0,5641,523.895 us,64 B,01,IN txn   [31 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,5642,462.583 us,,01,   [31 IN-NAK],
1,5643,2.833 us,3 B,01,   IN packet,69 98 30
1,5644,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,5645,1.500 us,1 B,01,   ACK packet,D2
0,5646,2.833 us,,,[1 SOF],[Frame: 482] 
0,5647,50.791 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,5648,2.833 us,3 B,01,   OUT packet,E1 98 30
1,5649,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,5650,1.500 us,1 B,01,   ACK packet,D2
0,5651,107.015.166 ms,,,[108 SOF],[Frames: 483 - 590] 
0,5652,108.323.729 ms,64 B,01,IN txn   [7538 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,5653,108.269.020 ms,,01,   [7538 IN-NAK],
1,5654,2.812 us,3 B,01,   IN packet,69 98 30
1,5655,45.645 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,5656,1.500 us,1 B,01,   ACK packet,D2
0,5657,51.000 us,64 B,01,IN txn,50 0E 23 0E F9 0D F7 0D CE 0D B1 0D 82 0D 7A 0D 6D 0D 4A 0D 2D 0D 12 0D…
1,5658,2.833 us,3 B,01,   IN packet,69 98 30
1,5659,45.583 us,67 B,01,   DATA0 packet,C3 50 0E 23 0E F9 0D F7 0D CE 0D B1 0D 82 0D 7A 0D 6D 0D 4A 0D 2D 0D 12…
1,5660,1.500 us,1 B,01,   ACK packet,D2
0,5661,51.166 us,64 B,01,IN txn,F9 0B F1 0B E3 0B DA 0B CE 0B C9 0B C6 0B B0 0B B7 0B A5 0B 93 0B 9B 0B…
1,5662,2.833 us,3 B,01,   IN packet,69 98 30
1,5663,45.750 us,67 B,01,   DATA1 packet,4B F9 0B F1 0B E3 0B DA 0B CE 0B C9 0B C6 0B B0 0B B7 0B A5 0B 93 0B 9B…
1,5664,1.500 us,1 B,01,   ACK packet,D2
0,5665,51.083 us,64 B,01,IN txn,1B 0B 22 0B 1C 0B 30 0B 1D 0B 21 0B 18 0B 1B 0B 17 0B 16 0B 0E 0B 10 0B…
1,5666,2.833 us,3 B,01,   IN packet,69 98 30
1,5667,45.666 us,67 B,01,   DATA0 packet,C3 1B 0B 22 0B 1C 0B 30 0B 1D 0B 21 0B 18 0B 1B 0B 17 0B 16 0B 0E 0B 10…
1,5668,1.500 us,1 B,01,   ACK packet,D2
0,5669,51.083 us,64 B,01,IN txn,CE 0A C9 0A C9 0A CD 0A C5 0A B9 0A BC 0A BB 0A BE 0A B8 0A C8 0A BD 0A…
1,5670,2.833 us,3 B,01,   IN packet,69 98 30
1,5671,45.666 us,67 B,01,   DATA1 packet,4B CE 0A C9 0A C9 0A CD 0A C5 0A B9 0A BC 0A BB 0A BE 0A B8 0A C8 0A BD…
1,5672,1.500 us,1 B,01,   ACK packet,D2
0,5673,50.916 us,64 B,01,IN txn,C1 0A BE 0A CC 0A C5 0A BB 0A C9 0A CB 0A C4 0A C6 0A C1 0A C6 0A C2 0A…
1,5674,2.833 us,3 B,01,   IN packet,69 98 30
1,5675,45.479 us,67 B,01,   DATA0 packet,C3 C1 0A BE 0A CC 0A C5 0A BB 0A C9 0A CB 0A C4 0A C6 0A C1 0A C6 0A C2…
1,5676,1.500 us,1 B,01,   ACK packet,D2
0,5677,2.833 us,,,[1 SOF],[Frame: 591] 
0,5678,51.000 us,64 B,01,IN txn,91 0A 7C 0A 87 0A 7F 0A 78 0A 76 0A 85 0A 82 0A 6E 0A 77 0A 6B 0A 7D 0A…
1,5679,2.833 us,3 B,01,   IN packet,69 98 30
1,5680,45.583 us,67 B,01,   DATA1 packet,4B 91 0A 7C 0A 87 0A 7F 0A 78 0A 76 0A 85 0A 82 0A 6E 0A 77 0A 6B 0A 7D…
1,5681,1.500 us,1 B,01,   ACK packet,D2
0,5682,51.083 us,64 B,01,IN txn,63 0A 6A 0A 66 0A 5F 0A 61 0A 65 0A 66 0A 5E 0A 61 0A 4E 0A 54 0A 67 0A…
1,5683,2.833 us,3 B,01,   IN packet,69 98 30
1,5684,45.666 us,67 B,01,   DATA0 packet,C3 63 0A 6A 0A 66 0A 5F 0A 61 0A 65 0A 66 0A 5E 0A 61 0A 4E 0A 54 0A 67…
1,5685,1.500 us,1 B,01,   ACK packet,D2
0,5686,50.916 us,64 B,01,IN txn,72 0A 6C 0A 71 0A 6C 0A 76 0A 79 0A 73 0A 7B 0A 73 0A 67 0A 7D 0A 6F 0A…
1,5687,2.833 us,3 B,01,   IN packet,69 98 30
1,5688,45.479 us,67 B,01,   DATA1 packet,4B 72 0A 6C 0A 71 0A 6C 0A 76 0A 79 0A 73 0A 7B 0A 73 0A 67 0A 7D 0A 6F…
1,5689,1.500 us,1 B,01,   ACK packet,D2
0,5690,51.166 us,64 B,01,IN txn,76 0A 79 0A 7F 0A 79 0A 83 0A 7B 0A 80 0A 80 0A 82 0A 84 0A 7E 0A 7B 0A…
1,5691,2.833 us,3 B,01,   IN packet,69 98 30
1,5692,45.750 us,67 B,01,   DATA0 packet,C3 76 0A 79 0A 7F 0A 79 0A 83 0A 7B 0A 80 0A 80 0A 82 0A 84 0A 7E 0A 7B…
1,5693,1.500 us,1 B,01,   ACK packet,D2
0,5694,51.000 us,64 B,01,IN txn,F7 09 F6 09 EF 09 EB 09 E9 09 E5 09 E8 09 D8 09 D2 09 D7 09 D9 09 D4 09…
1,5695,2.833 us,3 B,01,   IN packet,69 98 30
1,5696,45.583 us,67 B,01,   DATA1 packet,4B F7 09 F6 09 EF 09 EB 09 E9 09 E5 09 E8 09 D8 09 D2 09 D7 09 D9 09 D4…
1,5697,1.500 us,1 B,01,   ACK packet,D2
0,5698,52.166 us,64 B,01,IN txn,F0 09 F7 09 EE 09 F8 09 FA 09 EE 09 FC 09 FB 09 FD 09 F6 09 FF 09 FA 09…
1,5699,2.833 us,3 B,01,   IN packet,69 98 30
1,5700,46.750 us,67 B,01,   DATA0 packet,C3 F0 09 F7 09 EE 09 F8 09 FA 09 EE 09 FC 09 FB 09 FD 09 F6 09 FF 09 FA…
1,5701,1.500 us,1 B,01,   ACK packet,D2
0,5702,50.916 us,64 B,01,IN txn,0C 0A 19 0A 24 0A 24 0A 23 0A 30 0A 31 0A 40 0A 47 0A 53 0A 4E 0A 5F 0A…
1,5703,2.833 us,3 B,01,   IN packet,69 98 30
1,5704,45.500 us,67 B,01,   DATA1 packet,4B 0C 0A 19 0A 24 0A 24 0A 23 0A 30 0A 31 0A 40 0A 47 0A 53 0A 4E 0A 5F…
1,5705,1.500 us,1 B,01,   ACK packet,D2
0,5706,51.000 us,64 B,01,IN txn,C8 0A CB 0A BD 0A C4 0A D5 0A D5 0A E2 0A DF 0A EA 0A E8 0A EF 0A FC 0A…
1,5707,2.833 us,3 B,01,   IN packet,69 98 30
1,5708,45.562 us,67 B,01,   DATA0 packet,C3 C8 0A CB 0A BD 0A C4 0A D5 0A D5 0A E2 0A DF 0A EA 0A E8 0A EF 0A FC…
1,5709,1.500 us,1 B,01,   ACK packet,D2
0,5710,51.083 us,64 B,01,IN txn,97 0B 9E 0B A6 0B B8 0B B5 0B C3 0B BB 0B C3 0B D9 0B D3 0B D4 0B DA 0B…
1,5711,2.833 us,3 B,01,   IN packet,69 98 30
1,5712,45.666 us,67 B,01,   DATA1 packet,4B 97 0B 9E 0B A6 0B B8 0B B5 0B C3 0B BB 0B C3 0B D9 0B D3 0B D4 0B DA…
1,5713,1.500 us,1 B,01,   ACK packet,D2
0,5714,51.000 us,64 B,01,IN txn,7E 0C 81 0C 95 0C 99 0C 96 0C 9E 0C A7 0C A6 0C A6 0C A8 0C B0 0C B3 0C…
1,5715,2.833 us,3 B,01,   IN packet,69 98 30
1,5716,45.583 us,67 B,01,   DATA0 packet,C3 7E 0C 81 0C 95 0C 99 0C 96 0C 9E 0C A7 0C A6 0C A6 0C A8 0C B0 0C B3…
