# Total Phase Data Center(tm) v6.61
# (c) 2005-2013 Total Phase, Inc.
# www.totalphase.com
#
# Thu Jun 04 17:47:52 2015
#
# Level,Index,Dur,Len,Ep,Record,Summary
1,7241,1.500 us,1 B,01,   ACK packet,D2
0,7242,51.000 us,64 B,01,IN txn,56 0D 57 0D 6E 0D 61 0D 78 0D 73 0D 89 0D 8C 0D 99 0D A2 0D AA 0D A6 0D…
1,7243,2.833 us,3 B,01,   IN packet,69 98 30
1,7244,45.583 us,67 B,01,   DATA1 packet,4B 56 0D 57 0D 6E 0D 61 0D 78 0D 73 0D 89 0D 8C 0D 99 0D A2 0D AA 0D A6…
1,7245,1.500 us,1 B,01,   ACK packet,D2
0,7246,51.166 us,64 B,01,IN txn,F2 0D F1 0D F4 0D FA 0D FC 0D FE 0D 10 0E 09 0E 0D 0E 0A 0E 1E 0E 26 0E…
1,7247,2.833 us,3 B,01,   IN packet,69 98 30
1,7248,45.750 us,67 B,01,   DATA0 packet,C3 F2 0D F1 0D F4 0D FA 0D FC 0D FE 0D 10 0E 09 0E 0D 0E 0A 0E 1E 0E 26…
1,7249,1.500 us,1 B,01,   ACK packet,D2
0,7250,51.750 us,64 B,01,IN txn,1D 0F 2C 0F 32 0F 42 0F 45 0F 48 0F 49 0F 4D 0F 4F 0F 4E 0F 5E 0F 68 0F…
1,7251,2.833 us,3 B,01,   IN packet,69 98 30
1,7252,46.333 us,67 B,01,   DATA1 packet,4B 1D 0F 2C 0F 32 0F 42 0F 45 0F 48 0F 49 0F 4D 0F 4F 0F 4E 0F 5E 0F 68…
1,7253,1.500 us,1 B,01,   ACK packet,D2
0,7254,51.166 us,64 B,01,IN txn,F3 0F 00 10 0A 10 11 10 03 10 FC 0F 00 10 FE 0F 0A 10 04 10 11 10 0A 10…
1,7255,2.833 us,3 B,01,   IN packet,69 98 30
1,7256,45.750 us,67 B,01,   DATA0 packet,C3 F3 0F 00 10 0A 10 11 10 03 10 FC 0F 00 10 FE 0F 0A 10 04 10 11 10 0A…
1,7257,1.500 us,1 B,01,   ACK packet,D2
0,7258,2.833 us,,,[1 SOF],[Frame: 1521] 
0,7259,51.000 us,64 B,01,IN txn,79 10 85 10 8A 10 95 10 85 10 98 10 9A 10 9E 10 A7 10 9C 10 A3 10 A5 10…
1,7260,2.833 us,3 B,01,   IN packet,69 98 30
1,7261,45.583 us,67 B,01,   DATA1 packet,4B 79 10 85 10 8A 10 95 10 85 10 98 10 9A 10 9E 10 A7 10 9C 10 A3 10 A5…
1,7262,1.500 us,1 B,01,   ACK packet,D2
0,7263,51.083 us,64 B,01,IN txn,F4 10 F1 10 FD 10 0D 11 17 11 1D 11 2D 11 40 11 4E 11 58 11 6B 11 6E 11…
1,7264,2.833 us,3 B,01,   IN packet,69 98 30
1,7265,45.666 us,67 B,01,   DATA0 packet,C3 F4 10 F1 10 FD 10 0D 11 17 11 1D 11 2D 11 40 11 4E 11 58 11 6B 11 6E…
1,7266,1.500 us,1 B,01,   ACK packet,D2
0,7267,51.583 us,64 B,01,IN txn,E7 11 E7 11 F1 11 F9 11 E4 11 F8 11 F2 11 F1 11 FC 11 06 12 02 12 F9 11…
1,7268,2.833 us,3 B,01,   IN packet,69 98 30
1,7269,46.166 us,67 B,01,   DATA1 packet,4B E7 11 E7 11 F1 11 F9 11 E4 11 F8 11 F2 11 F1 11 FC 11 06 12 02 12 F9…
1,7270,1.500 us,1 B,01,   ACK packet,D2
0,7271,51.416 us,64 B,01,IN txn,05 12 02 12 0B 12 07 12 0D 12 FB 11 0B 12 04 12 FA 11 0E 12 FD 11 F9 11…
1,7272,2.833 us,3 B,01,   IN packet,69 98 30
1,7273,46.000 us,67 B,01,   DATA0 packet,C3 05 12 02 12 0B 12 07 12 0D 12 FB 11 0B 12 04 12 FA 11 0E 12 FD 11 F9…
1,7274,1.500 us,1 B,01,   ACK packet,D2
0,7275,51.062 us,64 B,01,IN txn,07 12 F5 11 0A 12 05 12 FB 11 06 12 09 12 0B 12 02 12 02 12 FE 11 F3 11…
1,7276,2.833 us,3 B,01,   IN packet,69 98 30
1,7277,45.666 us,67 B,01,   DATA1 packet,4B 07 12 F5 11 0A 12 05 12 FB 11 06 12 09 12 0B 12 02 12 02 12 FE 11 F3…
1,7278,1.479 us,1 B,01,   ACK packet,D2
0,7279,50.895 us,64 B,01,IN txn,C0 11 BD 11 B7 11 C3 11 C8 11 BB 11 B5 11 AA 11 B0 11 A4 11 C5 11 C5 11…
1,7280,2.812 us,3 B,01,   IN packet,69 98 30
1,7281,45.500 us,67 B,01,   DATA0 packet,C3 C0 11 BD 11 B7 11 C3 11 C8 11 BB 11 B5 11 AA 11 B0 11 A4 11 C5 11 C5…
1,7282,1.479 us,1 B,01,   ACK packet,D2
0,7283,50.895 us,64 B,01,IN txn,A2 11 A3 11 96 11 94 11 95 11 9D 11 9F 11 97 11 8D 11 77 11 86 11 8D 11…
1,7284,2.812 us,3 B,01,   IN packet,69 98 30
1,7285,45.500 us,67 B,01,   DATA1 packet,4B A2 11 A3 11 96 11 94 11 95 11 9D 11 9F 11 97 11 8D 11 77 11 86 11 8D…
1,7286,1.479 us,1 B,01,   ACK packet,D2
0,7287,50.895 us,64 B,01,IN txn,57 11 48 11 49 11 58 11 48 11 4F 11 46 11 57 11 56 11 5F 11 6F 11 69 11…
1,7288,2.812 us,3 B,01,   IN packet,69 98 30
1,7289,45.500 us,67 B,01,   DATA0 packet,C3 57 11 48 11 49 11 58 11 48 11 4F 11 46 11 57 11 56 11 5F 11 6F 11 69…
1,7290,1.479 us,1 B,01,   ACK packet,D2
0,7291,51.062 us,64 B,01,IN txn,37 11 37 11 36 11 2A 11 1A 11 0A 11 0C 11 F0 10 F7 10 FF 10 E4 10 D4 10…
1,7292,2.812 us,3 B,01,   IN packet,69 98 30
1,7293,45.666 us,67 B,01,   DATA1 packet,4B 37 11 37 11 36 11 2A 11 1A 11 0A 11 0C 11 F0 10 F7 10 FF 10 E4 10 D4…
1,7294,1.479 us,1 B,01,   ACK packet,D2
0,7295,51.145 us,64 B,01,IN txn,7E 10 7F 10 87 10 7E 10 71 10 84 10 8A 10 7D 10 80 10 73 10 6C 10 66 10…
1,7296,2.812 us,3 B,01,   IN packet,69 98 30
1,7297,45.750 us,67 B,01,   DATA0 packet,C3 7E 10 7F 10 87 10 7E 10 71 10 84 10 8A 10 7D 10 80 10 73 10 6C 10 66…
1,7298,1.479 us,1 B,01,   ACK packet,D2
0,7299,50.979 us,64 B,01,IN txn,A8 10 C9 10 C3 10 BF 10 D9 10 EA 10 FA 10 01 11 F6 10 F4 10 07 11 11 11…
1,7300,2.812 us,3 B,01,   IN packet,69 98 30
1,7301,45.583 us,67 B,01,   DATA1 packet,4B A8 10 C9 10 C3 10 BF 10 D9 10 EA 10 FA 10 01 11 F6 10 F4 10 07 11 11…
1,7302,1.479 us,1 B,01,   ACK packet,D2
0,7303,50.895 us,64 B,01,IN txn,65 11 60 11 6B 11 7C 11 7A 11 7D 11 7D 11 7A 11 6D 11 6B 11 63 11 5F 11…
1,7304,2.812 us,3 B,01,   IN packet,69 98 30
1,7305,45.500 us,67 B,01,   DATA0 packet,C3 65 11 60 11 6B 11 7C 11 7A 11 7D 11 7D 11 7A 11 6D 11 6B 11 63 11 5F…
1,7306,1.479 us,1 B,01,   ACK packet,D2
0,7307,51.145 us,64 B,01,IN txn,09 11 01 11 F0 10 E9 10 E8 10 ED 10 D4 10 C1 10 B0 10 A8 10 8E 10 76 10…
1,7308,2.812 us,3 B,01,   IN packet,69 98 30
1,7309,45.750 us,67 B,01,   DATA1 packet,4B 09 11 01 11 F0 10 E9 10 E8 10 ED 10 D4 10 C1 10 B0 10 A8 10 8E 10 76…
1,7310,1.479 us,1 B,01,   ACK packet,D2
0,7311,2.003.062 ms,,,[3 SOF],[Frames: 1522 - 1524] 
0,7312,50.770 us,64 B,01,OUT txn,C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7313,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7314,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 04 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,7315,1.500 us,1 B,01,   ACK packet,D2
0,7316,50.916 us,64 B,01,IN txn,C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,7317,2.833 us,3 B,01,   IN packet,69 98 30
1,7318,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 23 00 00 00 90 02 11 00 00 00 00 00 00 00 00 00 00 00 00…
1,7319,1.500 us,1 B,01,   ACK packet,D2
0,7320,50.854 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7321,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7322,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7323,1.500 us,1 B,01,   ACK packet,D2
0,7324,2.812 us,,,[1 SOF],[Frame: 1525] 
0,7325,500.479 us,64 B,01,IN txn   [30 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7326,439.770 us,,01,   [30 IN-NAK],
1,7327,2.833 us,3 B,01,   IN packet,69 98 30
1,7328,45.479 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7329,1.500 us,1 B,01,   ACK packet,D2
0,7330,50.791 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7331,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7332,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7333,1.500 us,1 B,01,   ACK packet,D2
0,7334,2.833 us,,,[1 SOF],[Frame: 1526] 
0,7335,613.500 us,64 B,01,IN txn   [31 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7336,553.687 us,,01,   [31 IN-NAK],
1,7337,2.833 us,3 B,01,   IN packet,69 98 30
1,7338,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7339,1.500 us,1 B,01,   ACK packet,D2
0,7340,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7341,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7342,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7343,1.500 us,1 B,01,   ACK packet,D2
0,7344,2.812 us,,,[1 SOF],[Frame: 1527] 
0,7345,618.791 us,64 B,01,IN txn   [30 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7346,557.979 us,,01,   [30 IN-NAK],
1,7347,2.812 us,3 B,01,   IN packet,69 98 30
1,7348,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7349,1.479 us,1 B,01,   ACK packet,D2
0,7350,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 01…
1,7351,2.812 us,3 B,01,   OUT packet,E1 98 30
1,7352,45.479 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 00 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7353,1.500 us,1 B,01,   ACK packet,D2
0,7354,2.916 us,,,[1 SOF],[Frame: 1528] 
0,7355,623.625 us,64 B,01,IN txn   [29 POLL],C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00 04…
1,7356,562.895 us,,01,   [29 IN-NAK],
1,7357,2.833 us,3 B,01,   IN packet,69 98 30
1,7358,45.500 us,67 B,01,   DATA0 packet,C3 C1 C0 00 00 21 00 00 00 01 01 18 00 00 00 00 00 00 00 00 00 00 00 00…
1,7359,1.500 us,1 B,01,   ACK packet,D2
0,7360,50.770 us,64 B,01,OUT txn,C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,7361,2.833 us,3 B,01,   OUT packet,E1 98 30
1,7362,45.500 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 00 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,7363,1.479 us,1 B,01,   ACK packet,D2
0,7364,107.015.166 ms,,,[108 SOF],[Frames: 1529 - 1636] 
0,7365,108.300.395 ms,64 B,01,IN txn   [8058 POLL],C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00 00…
1,7366,108.239.416 ms,,01,   [8058 IN-NAK],
1,7367,2.812 us,3 B,01,   IN packet,69 98 30
1,7368,45.583 us,67 B,01,   DATA1 packet,4B C1 C0 00 00 21 00 00 00 00 10 10 00 00 00 00 00 00 00 00 00 00 00 00…
1,7369,1.479 us,1 B,01,   ACK packet,D2
0,7370,2.812 us,,,[1 SOF],[Frame: 1637] 
0,7371,50.979 us,64 B,01,IN txn,50 0E 1E 0E 08 0E F6 0D CC 0D B2 0D 84 0D 85 0D 68 0D 4D 0D 30 0D 16 0D…
1,7372,2.812 us,3 B,01,   IN packet,69 98 30
1,7373,45.562 us,67 B,01,   DATA0 packet,C3 50 0E 1E 0E 08 0E F6 0D CC 0D B2 0D 84 0D 85 0D 68 0D 4D 0D 30 0D 16…
1,7374,1.500 us,1 B,01,   ACK packet,D2
0,7375,51.083 us,64 B,01,IN txn,FA 0B F6 0B EB 0B E3 0B D5 0B C5 0B C1 0B B2 0B B3 0B A6 0B 95 0B 92 0B…
1,7376,2.833 us,3 B,01,   IN packet,69 98 30
1,7377,45.666 us,67 B,01,   DATA1 packet,4B FA 0B F6 0B EB 0B E3 0B D5 0B C5 0B C1 0B B2 0B B3 0B A6 0B 95 0B 92…
1,7378,1.500 us,1 B,01,   ACK packet,D2
0,7379,50.916 us,64 B,01,IN txn,1A 0B 29 0B 19 0B 27 0B 1A 0B 20 0B 1D 0B 1A 0B 13 0B 10 0B 11 0B 10 0B…
1,7380,2.833 us,3 B,01,   IN packet,69 98 30
1,7381,45.500 us,67 B,01,   DATA0 packet,C3 1A 0B 29 0B 19 0B 27 0B 1A 0B 20 0B 1D 0B 1A 0B 13 0B 10 0B 11 0B 10…
1,7382,1.500 us,1 B,01,   ACK packet,D2
0,7383,51.083 us,64 B,01,IN txn,CD 0A C9 0A CB 0A CD 0A C6 0A B9 0A BF 0A C4 0A BF 0A B9 0A C5 0A C7 0A…
1,7384,2.833 us,3 B,01,   IN packet,69 98 30
1,7385,45.666 us,67 B,01,   DATA1 packet,4B CD 0A C9 0A CB 0A CD 0A C6 0A B9 0A BF 0A C4 0A BF 0A B9 0A C5 0A C7…
1,7386,1.500 us,1 B,01,   ACK packet,D2
0,7387,51.000 us,64 B,01,IN txn,C3 0A C0 0A CA 0A C5 0A BB 0A CD 0A CA 0A C7 0A CF 0A BF 0A C6 0A C6 0A…
1,7388,2.833 us,3 B,01,   IN packet,69 98 30
1,7389,45.583 us,67 B,01,   DATA0 packet,C3 C3 0A C0 0A CA 0A C5 0A BB 0A CD 0A CA 0A C7 0A CF 0A BF 0A C6 0A C6…
1,7390,1.500 us,1 B,01,   ACK packet,D2
0,7391,51.000 us,64 B,01,IN txn,90 0A 85 0A 89 0A 87 0A 75 0A 76 0A 7F 0A 80 0A 6D 0A 76 0A 6D 0A 7A 0A…
1,7392,2.833 us,3 B,01,   IN packet,69 98 30
1,7393,45.583 us,67 B,01,   DATA1 packet,4B 90 0A 85 0A 89 0A 87 0A 75 0A 76 0A 7F 0A 80 0A 6D 0A 76 0A 6D 0A 7A…
1,7394,1.500 us,1 B,01,   ACK packet,D2
0,7395,51.000 us,64 B,01,IN txn,62 0A 6C 0A 67 0A 5C 0A 67 0A 66 0A 67 0A 5D 0A 63 0A 4B 0A 56 0A 66 0A…
1,7396,2.833 us,3 B,01,   IN packet,69 98 30
1,7397,45.562 us,67 B,01,   DATA0 packet,C3 62 0A 6C 0A 67 0A 5C 0A 67 0A 66 0A 67 0A 5D 0A 63 0A 4B 0A 56 0A 66…
1,7398,1.500 us,1 B,01,   ACK packet,D2
0,7399,51.083 us,64 B,01,IN txn,75 0A 62 0A 70 0A 6E 0A 72 0A 77 0A 77 0A 7D 0A 78 0A 63 0A 82 0A 79 0A…
1,7400,2.833 us,3 B,01,   IN packet,69 98 30
1,7401,45.666 us,67 B,01,   DATA1 packet,4B 75 0A 62 0A 70 0A 6E 0A 72 0A 77 0A 77 0A 7D 0A 78 0A 63 0A 82 0A 79…
1,7402,1.500 us,1 B,01,   ACK packet,D2
0,7403,51.083 us,64 B,01,IN txn,75 0A 73 0A 7C 0A 77 0A 7E 0A 7A 0A 7E 0A 7D 0A 84 0A 85 0A 88 0A 7C 0A…
1,7404,2.833 us,3 B,01,   IN packet,69 98 30
1,7405,45.666 us,67 B,01,   DATA0 packet,C3 75 0A 73 0A 7C 0A 77 0A 7E 0A 7A 0A 7E 0A 7D 0A 84 0A 85 0A 88 0A 7C…
1,7406,1.500 us,1 B,01,   ACK packet,D2
0,7407,51.166 us,64 B,01,IN txn,FC 09 FA 09 EB 09 ED 09 E9 09 E3 09 E4 09 DD 09 D1 09 D3 09 D8 09 DC 09…
1,7408,2.833 us,3 B,01,   IN packet,69 98 30
1,7409,45.750 us,67 B,01,   DATA1 packet,4B FC 09 FA 09 EB 09 ED 09 E9 09 E3 09 E4 09 DD 09 D1 09 D3 09 D8 09 DC…
1,7410,1.500 us,1 B,01,   ACK packet,D2
0,7411,51.500 us,64 B,01,IN txn,F0 09 00 0A E4 09 FA 09 01 0A F4 09 F5 09 F7 09 FA 09 FD 09 01 0A FB 09…
1,7412,2.833 us,3 B,01,   IN packet,69 98 30
1,7413,46.083 us,67 B,01,   DATA0 packet,C3 F0 09 00 0A E4 09 FA 09 01 0A F4 09 F5 09 F7 09 FA 09 FD 09 01 0A FB…
1,7414,1.500 us,1 B,01,   ACK packet,D2
0,7415,51.083 us,64 B,01,IN txn,0E 0A 1C 0A 22 0A 2C 0A 21 0A 2D 0A 36 0A 45 0A 49 0A 50 0A 53 0A 5F 0A…
1,7416,2.833 us,3 B,01,   IN packet,69 98 30
1,7417,45.666 us,67 B,01,   DATA1 packet,4B 0E 0A 1C 0A 22 0A 2C 0A 21 0A 2D 0A 36 0A 45 0A 49 0A 50 0A 53 0A 5F…
1,7418,1.500 us,1 B,01,   ACK packet,D2
0,7419,51.000 us,64 B,01,IN txn,CA 0A CB 0A BC 0A CA 0A D1 0A D5 0A E5 0A E2 0A E9 0A EE 0A F6 0A FC 0A…
1,7420,2.833 us,3 B,01,   IN packet,69 98 30
1,7421,45.583 us,67 B,01,   DATA0 packet,C3 CA 0A CB 0A BC 0A CA 0A D1 0A D5 0A E5 0A E2 0A E9 0A EE 0A F6 0A FC…
1,7422,1.500 us,1 B,01,   ACK packet,D2
0,7423,51.166 us,64 B,01,IN txn,9E 0B 99 0B AB 0B B4 0B B6 0B C2 0B C4 0B CB 0B D8 0B DE 0B D6 0B E0 0B…
1,7424,2.833 us,3 B,01,   IN packet,69 98 30
1,7425,45.750 us,67 B,01,   DATA1 packet,4B 9E 0B 99 0B AB 0B B4 0B B6 0B C2 0B C4 0B CB 0B D8 0B DE 0B D6 0B E0…
1,7426,1.500 us,1 B,01,   ACK packet,D2
0,7427,50.916 us,64 B,01,IN txn,81 0C 86 0C 93 0C 98 0C 94 0C A3 0C A6 0C AC 0C A8 0C AA 0C B2 0C B8 0C…
1,7428,2.833 us,3 B,01,   IN packet,69 98 30
1,7429,45.500 us,67 B,01,   DATA0 packet,C3 81 0C 86 0C 93 0C 98 0C 94 0C A3 0C A6 0C AC 0C A8 0C AA 0C B2 0C B8…
1,7430,1.500 us,1 B,01,   ACK packet,D2
0,7431,50.916 us,64 B,01,IN txn,5C 0D 59 0D 6F 0D 62 0D 7A 0D 79 0D 89 0D 8C 0D 99 0D 9B 0D AB 0D A5 0D…
1,7432,2.833 us,3 B,01,   IN packet,69 98 30
1,7433,45.500 us,67 B,01,   DATA1 packet,4B 5C 0D 59 0D 6F 0D 62 0D 7A 0D 79 0D 89 0D 8C 0D 99 0D 9B 0D AB 0D A5…
1,7434,1.500 us,1 B,01,   ACK packet,D2
0,7435,2.833 us,,,[1 SOF],[Frame: 1638] 
0,7436,51.250 us,64 B,01,IN txn,ED 0D F1 0D ED 0D F9 0D FE 0D FF 0D 0C 0E 12 0E 07 0E 0E 0E 1D 0E 22 0E…
1,7437,2.833 us,3 B,01,   IN packet,69 98 30
1,7438,45.833 us,67 B,01,   DATA0 packet,C3 ED 0D F1 0D ED 0D F9 0D FE 0D FF 0D 0C 0E 12 0E 07 0E 0E 0E 1D 0E 22…
1,7439,1.500 us,1 B,01,   ACK packet,D2
0,7440,51.916 us,64 B,01,IN txn,1D 0F 30 0F 2F 0F 3F 0F 41 0F 46 0F 43 0F 48 0F 49 0F 56 0F 62 0F 63 0F…
1,7441,2.833 us,3 B,01,   IN packet,69 98 30
1,7442,46.500 us,67 B,01,   DATA1 packet,4B 1D 0F 30 0F 2F 0F 3F 0F 41 0F 46 0F 43 0F 48 0F 49 0F 56 0F 62 0F 63…
1,7443,1.500 us,1 B,01,   ACK packet,D2
0,7444,51.333 us,64 B,01,IN txn,F2 0F F8 0F 02 10 0B 10 FD 0F FC 0F 01 10 FA 0F 0B 10 0A 10 16 10 0A 10…
1,7445,2.833 us,3 B,01,   IN packet,69 98 30
1,7446,45.916 us,67 B,01,   DATA0 packet,C3 F2 0F F8 0F 02 10 0B 10 FD 0F FC 0F 01 10 FA 0F 0B 10 0A 10 16 10 0A…
1,7447,1.500 us,1 B,01,   ACK packet,D2
0,7448,50.916 us,64 B,01,IN txn,75 10 7D 10 86 10 93 10 8B 10 95 10 96 10 9F 10 AA 10 9A 10 A0 10 A7 10…
1,7449,2.833 us,3 B,01,   IN packet,69 98 30
1,7450,45.500 us,67 B,01,   DATA1 packet,4B 75 10 7D 10 86 10 93 10 8B 10 95 10 96 10 9F 10 AA 10 9A 10 A0 10 A7…
1,7451,1.500 us,1 B,01,   ACK packet,D2
0,7452,51.000 us,64 B,01,IN txn,F5 10 FA 10 02 11 04 11 1F 11 1E 11 31 11 39 11 4F 11 54 11 65 11 6F 11…
1,7453,2.833 us,3 B,01,   IN packet,69 98 30
1,7454,45.583 us,67 B,01,   DATA0 packet,C3 F5 10 FA 10 02 11 04 11 1F 11 1E 11 31 11 39 11 4F 11 54 11 65 11 6F…
1,7455,1.500 us,1 B,01,   ACK packet,D2
0,7456,51.479 us,64 B,01,IN txn,F3 11 EE 11 F4 11 F8 11 EC 11 F1 11 F3 11 FA 11 FA 11 FF 11 01 12 F6 11…
1,7457,2.833 us,3 B,01,   IN packet,69 98 30
1,7458,46.083 us,67 B,01,   DATA1 packet,4B F3 11 EE 11 F4 11 F8 11 EC 11 F1 11 F3 11 FA 11 FA 11 FF 11 01 12 F6…
1,7459,1.479 us,1 B,01,   ACK packet,D2
0,7460,51.395 us,64 B,01,IN txn,02 12 FF 11 07 12 01 12 0E 12 0A 12 0C 12 0A 12 FD 11 06 12 04 12 FD 11…
1,7461,2.812 us,3 B,01,   IN packet,69 98 30
1,7462,46.000 us,67 B,01,   DATA0 packet,C3 02 12 FF 11 07 12 01 12 0E 12 0A 12 0C 12 0A 12 FD 11 06 12 04 12 FD…
1,7463,1.479 us,1 B,01,   ACK packet,D2
0,7464,51.145 us,64 B,01,IN txn,FE 11 FE 11 07 12 05 12 00 12 0C 12 0C 12 FB 11 02 12 02 12 04 12 F2 11…
1,7465,2.812 us,3 B,01,   IN packet,69 98 30
1,7466,45.750 us,67 B,01,   DATA1 packet,4B FE 11 FE 11 07 12 05 12 00 12 0C 12 0C 12 FB 11 02 12 02 12 04 12 F2…
1,7467,1.479 us,1 B,01,   ACK packet,D2
0,7468,51.062 us,64 B,01,IN txn,BD 11 BD 11 B9 11 C6 11 BF 11 B3 11 B8 11 A8 11 BD 11 A6 11 C0 11 C4 11…
1,7469,2.812 us,3 B,01,   IN packet,69 98 30
1,7470,45.666 us,67 B,01,   DATA0 packet,C3 BD 11 BD 11 B9 11 C6 11 BF 11 B3 11 B8 11 A8 11 BD 11 A6 11 C0 11 C4…
1,7471,1.479 us,1 B,01,   ACK packet,D2
0,7472,50.895 us,64 B,01,IN txn,A9 11 A4 11 90 11 91 11 9C 11 9A 11 9F 11 96 11 8C 11 89 11 87 11 92 11…
1,7473,2.812 us,3 B,01,   IN packet,69 98 30
1,7474,45.500 us,67 B,01,   DATA1 packet,4B A9 11 A4 11 90 11 91 11 9C 11 9A 11 9F 11 96 11 8C 11 89 11 87 11 92…
1,7475,1.479 us,1 B,01,   ACK packet,D2
0,7476,51.145 us,64 B,01,IN txn,54 11 52 11 49 11 53 11 47 11 4D 11 50 11 57 11 54 11 5E 11 6B 11 6B 11…
1,7477,2.812 us,3 B,01,   IN packet,69 98 30
1,7478,45.750 us,67 B,01,   DATA0 packet,C3 54 11 52 11 49 11 53 11 47 11 4D 11 50 11 57 11 54 11 5E 11 6B 11 6B…
1,7479,1.479 us,1 B,01,   ACK packet,D2
0,7480,50.979 us,64 B,01,IN txn,3A 11 36 11 34 11 25 11 1B 11 03 11 0E 11 F5 10 F5 10 F6 10 E0 10 DA 10…
1,7481,2.812 us,3 B,01,   IN packet,69 98 30
1,7482,45.583 us,67 B,01,   DATA1 packet,4B 3A 11 36 11 34 11 25 11 1B 11 03 11 0E 11 F5 10 F5 10 F6 10 E0 10 DA…
1,7483,1.479 us,1 B,01,   ACK packet,D2
0,7484,51.145 us,64 B,01,IN txn,89 10 7E 10 8E 10 80 10 76 10 7C 10 85 10 7C 10 7E 10 7A 10 70 10 66 10…
1,7485,2.812 us,3 B,01,   IN packet,69 98 30
1,7486,45.750 us,67 B,01,   DATA0 packet,C3 89 10 7E 10 8E 10 80 10 76 10 7C 10 85 10 7C 10 7E 10 7A 10 70 10 66…
1,7487,1.479 us,1 B,01,   ACK packet,D2
0,7488,51.062 us,64 B,01,IN txn,A9 10 B8 10 C1 10 BB 10 DF 10 EA 10 F5 10 FB 10 FE 10 FD 10 08 11 0D 11…
1,7489,2.812 us,3 B,01,   IN packet,69 98 30
1,7490,45.666 us,67 B,01,   DATA1 packet,4B A9 10 B8 10 C1 10 BB 10 DF 10 EA 10 F5 10 FB 10 FE 10 FD 10 08 11 0D…
1,7491,1.500 us,1 B,01,   ACK packet,D2
0,7492,51.083 us,64 B,01,IN txn,5F 11 61 11 6C 11 7C 11 79 11 7B 11 80 11 79 11 6D 11 6A 11 64 11 62 11…
1,7493,2.833 us,3 B,01,   IN packet,69 98 30
1,7494,45.666 us,67 B,01,   DATA0 packet,C3 5F 11 61 11 6C 11 7C 11 79 11 7B 11 80 11 79 11 6D 11 6A 11 64 11 62…
1,7495,1.500 us,1 B,01,   ACK packet,D2
0,7496,51.166 us,64 B,01,IN txn,0F 11 00 11 F1 10 E8 10 EF 10 E1 10 CE 10 BA 10 B7 10 A4 10 8F 10 6C 10…
1,7497,2.833 us,3 B,01,   IN packet,69 98 30
